ITAM ID	EDM Source System Name	Database Name	Certified (Yes/No)	Table Name	Column Name	Data Type	Column Length	Nullable (Yes/No)	Primary Key	PII	Data Lineage	Business Alias Name	Business Alias Description	CDE (Yes/No)	Example	Derived (Yes/No)	Derivation Logic	Sourced From Upstream (Yes/No)	System Checks
4423	fugit aut voluptates animi nulla	esse illum rerum	nihil iste voluptatum odio ea	dignissimos facere perferendis a quo	ea quo aliquam	quod	autem ex tenetur est	sed officia ducimus	et	voluptas quis fugiat est	minima consequatur vel quia			tempora					
9563	quo magnam esse sit nobis	consectetur rerum iusto	omnis porro sit consequatur	aut	omnis similique id	praesentium nesciunt dolor nam officiis	ipsam est sint ducimus quia	veritatis porro	qui ut	nobis autem	et voluptate sunt			quos autem et porro voluptatibus					
5758	et dignissimos illo	est ratione aut consequatur animi	dolorem et ut consequatur aut	tempore dolores	cum possimus	quaerat dolorum ut magnam	blanditiis unde	error facilis	ipsum	eos sunt expedita	nostrum eum sint dolorem			autem porro qui odio doloremque					
7174	nobis	quia qui et placeat eaque	aut ipsa ex nam	et beatae id velit ullam	deserunt harum sunt incidunt qui	et voluptas vitae iusto ab	similique	corrupti fugit eaque eveniet ea	corrupti sequi dolorum est	reiciendis est quae impedit eveniet	omnis			voluptas consequatur quia quo sint					
207	ut sunt provident necessitatibus magni	provident facere rerum nihil	suscipit	dolor unde et	mollitia et	dolorem molestiae ipsam	accusantium magnam qui	laboriosam nemo	voluptatibus quis provident iure et	impedit laudantium non nam aut	consequuntur eveniet blanditiis dolores eligendi			autem qui corrupti velit nihil					
4830	veniam autem delectus quidem sapiente	modi ad ad ducimus culpa	ab eaque harum occaecati rem	est ipsam culpa qui necessitatibus	iste aut sequi id aspernatur	recusandae est neque	ut illo ut ea	in sint id	quo voluptas voluptatibus	libero quis voluptates	voluptatibus			neque velit minima tenetur					
1487	eius molestias nesciunt corrupti	veritatis ut numquam	perspiciatis excepturi vel et fugit	numquam quaerat et eum voluptatum	a aut modi	omnis molestiae voluptatem neque cupiditate	consequuntur dicta laudantium eius	voluptas error praesentium repellat autem	non iste eius voluptate incidunt	eius ad optio perspiciatis	tenetur			qui sunt placeat					
6335	quas neque nisi sint ad	numquam et tenetur dolor odit	nisi sapiente deleniti maiores eius	expedita totam molestiae accusamus	et aut aut ut	debitis voluptatem magni corporis non	cumque laboriosam eligendi neque nostrum	cupiditate	omnis	aut non tenetur hic	veniam			reprehenderit					
454	dolorum animi tenetur consequuntur alias	laboriosam	quis maxime cumque molestiae	occaecati reprehenderit cumque sed	sint quidem cumque	quod	quia non veniam hic	dicta ab a debitis	aut voluptas	asperiores suscipit	est ut			recusandae repellat qui					
6041	perspiciatis	excepturi	qui eaque inventore	laborum repellendus quis	et est	ut ipsam et et	et ut	ea cum nobis	sunt et	eius ut quod non	dolor veritatis eum fuga pariatur			iste ducimus ullam harum					
3864	eaque cumque consequatur eos qui	quaerat	ea impedit quo autem	quia quia laudantium	aut aperiam in blanditiis veniam	et hic	vitae eum aut velit tempore	quasi velit	fugiat dolor molestiae temporibus molestias	quae possimus possimus	doloribus perspiciatis			autem optio					
3227	ut	adipisci nemo facilis	nesciunt omnis suscipit	magnam quos	voluptatem porro fugit eius sit	consectetur tempore sint	non dolore iste enim facere	quo enim	aut ipsa	ipsam quaerat iusto et	voluptates repellat optio nisi eos			iure sunt delectus					
3307	animi accusantium	ut	quae alias	omnis omnis quidem	provident officia	rerum animi aut temporibus	consequuntur ut tempore est nihil	fuga soluta dolor	corporis facilis	ea veniam tempore et nesciunt	et non sequi sit odio			ut					
5066	temporibus nisi eum	incidunt	quo autem	quia rerum	harum est veniam culpa	aut	eius vero at quos	inventore aliquam qui	sit	consequatur sed assumenda quibusdam	in est illum			et sit					
8936	atque	necessitatibus eius quos	delectus	in	qui blanditiis beatae placeat	exercitationem non aut quae nesciunt	eos dolor sint iusto	tenetur accusantium fugit	quo eos nihil sit necessitatibus	est dolorem dignissimos qui illo	aut saepe eos doloremque			velit quis officiis					
7265	architecto	occaecati voluptas	consequatur ea dignissimos	quisquam suscipit	facere vel eum sed	aut quam tenetur	molestiae quia repellat consequatur	rem modi labore atque officiis	veritatis laudantium voluptates tempora voluptatem	aliquid omnis aliquid	omnis			at					
6482	distinctio voluptatem deleniti laborum	et labore nihil aut	id mollitia qui rerum	nam perferendis suscipit ipsa animi	aliquam atque omnis	magnam enim culpa dolor ex	voluptas excepturi	veritatis eius sint corrupti nostrum	cupiditate maxime	cumque	asperiores est itaque cum			dolorum enim est eos					
6912	repellat similique	eveniet culpa odit perferendis	a	repellat facilis voluptates est	voluptas quis	commodi sed omnis cupiditate soluta	sed aliquid ipsam	voluptas	vel vel	quis quia accusamus accusantium beatae	eius maxime magnam			et illum					
7322	magnam	et	vel quis cupiditate	aliquam expedita omnis	non nesciunt eius deleniti itaque	quia	nihil odio officiis provident qui	est porro	eos	ducimus facere voluptatibus	illo			laudantium esse magnam consequatur dolore					
8212	ad voluptas voluptatem porro excepturi	qui iusto	ut enim	vero optio	vel et	et reprehenderit	illum aut rem	ut molestias aut quis odio	similique placeat enim	dolores	tenetur praesentium voluptatem molestiae			et ratione itaque rerum					
1397	ratione	possimus quia distinctio	fugit laboriosam	non quis dolore	et deserunt et	alias ut rerum explicabo	odio	fugit ea provident	ut unde	voluptatum voluptatum dolore sit et	necessitatibus corporis dolorem illum			ullam minus quaerat nobis					
1568	et at doloremque repudiandae	cumque quia id illo et	qui	animi ut dolor	quas delectus quia	quos non optio accusantium	laudantium provident quidem quis	mollitia sit	qui dolores dolor inventore	culpa autem et voluptates nihil	aut dignissimos nisi non			sed sed voluptates et					
5785	dolores	autem	quidem sed consequuntur in possimus	reprehenderit	aliquid ducimus voluptatem officia maiores	et repudiandae aliquam	error distinctio et repellat	non nam	fugiat placeat	aut sint magnam	explicabo ut aliquam cumque minus			aut ipsam at cumque inventore					
3905	laborum	aliquam enim est minus	officia aut rerum	expedita ipsum	dolorum est	magni	assumenda at tempore autem unde	laudantium sit nobis non enim	hic soluta	voluptatem	blanditiis illum quam			optio et sed beatae magni					
6458	aut deleniti et repellat	cumque	et tempore	beatae	atque	ut aperiam	qui cumque vel	eos	qui dolor sapiente ducimus perspiciatis	culpa optio aliquid	voluptas quia error			corporis sit ut quia placeat					
1441	molestias reprehenderit quam	occaecati	aut	quas praesentium voluptatem	exercitationem	commodi	dolorem eaque et magnam	cumque est dolores	ut dolorem maxime sint autem	et laborum	maiores quia sunt			reiciendis ut					
9269	hic natus non ipsam	et	aut ipsa aut accusantium ratione	accusantium itaque	veritatis maxime nulla	sequi dignissimos qui dolores	commodi aut qui laborum eos	non placeat consequatur est et	molestiae ut	ea quia itaque	exercitationem fuga			architecto					
5070	cupiditate ad	in veniam porro voluptatem hic	asperiores error et ut	dolores	enim ut qui quidem dignissimos	culpa facilis nemo aut impedit	architecto illum	dolores sapiente cupiditate	tempora eum aliquid velit	aspernatur voluptatum nostrum	dicta dolore recusandae ex			nihil doloremque placeat autem cum					
7795	natus ducimus	cum nihil aut magni molestias	tenetur dicta dicta aperiam delectus	tempora et repellendus corrupti est	nam quo	ut officia dolorem	rerum ut ex aut	odit optio aspernatur	rem	in	aliquid			id voluptatibus consequatur eum voluptatibus					
5666	voluptatibus voluptatem	voluptatem	omnis	nulla	consequuntur quibusdam consequatur ipsa	veritatis	vitae	ea rerum ad tenetur soluta	eum dolore	sint qui earum labore	vel blanditiis ut mollitia optio			autem similique veniam					
717	dolorum recusandae	architecto	impedit hic	aut ex	quis eos aperiam quidem veritatis	tempore repellendus qui eveniet	ipsam et sint temporibus	rerum aut nisi	eius earum	vero cum laborum dicta non	perferendis			sit in					
4009	voluptatum maxime laboriosam aut	veritatis	non aspernatur quo et consequatur	ab vero voluptas qui	occaecati	sit sit	tempora	voluptatibus est	dolorem eum	voluptas rerum modi	dolores fugiat			voluptates dolorem repudiandae et					
3326	quia	perferendis voluptatem iure placeat	quae ullam odit	exercitationem	voluptatem	tempore est	expedita	aut non accusantium et tempore	aut laborum	sed eum quas	accusantium perferendis voluptatem quae labore			aut rerum explicabo occaecati					
3425	mollitia	eum libero quaerat minima	et qui eius	ipsum distinctio iure delectus	provident natus ducimus explicabo harum	vel	sit	minima in dolor maiores ratione	quia sed deleniti	consequatur mollitia rem	sit			autem veritatis eos					
5955	iste	ut accusamus maxime	id	totam voluptatum tempore et quas	sed autem eum labore	vero corrupti nihil quia cum	in et fugit	ut a ad labore nobis	perferendis	rerum vel maxime	eaque ullam			assumenda voluptas non eligendi quis					
9889	officiis vitae	velit recusandae neque debitis dolor	incidunt officia	cumque repudiandae voluptate beatae doloremque	iusto	vitae perferendis quisquam qui aut	omnis	eum deleniti animi voluptatem	ipsa vel asperiores expedita dolorem	quas veniam	sed molestiae			quia cumque sint ratione					
8240	veniam explicabo ea	sint	aut possimus	magni	qui	cum dolorum	qui	facere	molestiae quibusdam ut non	odio unde facere harum	deserunt ex et ipsum laudantium			optio					
4766	cumque perferendis tenetur ut	minus eum dignissimos et aliquid	sit	omnis atque hic	ut porro	eum et libero esse ea	est architecto	eum cum molestias ut	voluptate	natus iste magni iure	et et			mollitia					
9476	vel molestiae	aut saepe	quos aut ut	ut dolore quis	qui totam	corrupti veritatis repudiandae labore maiores	assumenda non enim error	doloribus a eum molestias cum	rerum	pariatur sapiente illum voluptatem minus	ratione vitae veritatis error quaerat			officia					
2256	qui laudantium distinctio velit est	ratione nostrum iusto molestiae	tempore tempora	alias quia voluptatem reprehenderit	commodi	quasi neque est	voluptas illum	tempora et	quasi est laborum mollitia	non omnis	quia ullam incidunt molestiae velit			ducimus					
7406	pariatur vitae in aut	laudantium tempore nobis rerum	et	soluta in officia	occaecati id corporis quam	non	maiores officiis doloremque unde	id	laborum necessitatibus optio autem	repudiandae	qui ut rerum id			voluptatem tempore reiciendis perferendis					
292	sequi enim blanditiis	vel	temporibus	eum reiciendis	accusamus quidem eligendi ex	facilis sapiente veniam maiores	facilis repellat	eaque	ut qui qui voluptatem mollitia	dolore	illo et nostrum sed ducimus			id					
7897	sit quis sit quasi	ut	facere voluptas	suscipit aut	et omnis	eos dolores itaque ut	velit ipsa in provident ipsam	sed exercitationem voluptatibus aut	quam nulla tempore eum fugit	laboriosam nesciunt nam	maxime eum aut qui			qui possimus non omnis					
9862	et	voluptatem	ea aspernatur aut cum nobis	laborum assumenda a alias ipsum	nulla	facere distinctio culpa	ea fugit dolor ut	et dignissimos ab in	non	natus est quis deleniti repellat	illo blanditiis			dolor vero occaecati non					
9344	ea facere aut at sunt	molestiae sit nemo sed	doloribus quia fugiat non	tenetur inventore rerum rem nemo	dolores cupiditate nulla hic est	nemo praesentium	enim	ut	vero accusamus	illo unde vero	ut officia id			unde tempore aliquam					
8903	culpa voluptatum eos	ut omnis ut et	eum	sit	voluptates tenetur assumenda	sequi quis sed	at eveniet consequatur nihil	aspernatur	illo velit rerum ipsam	quam	hic			explicabo sunt doloremque					
276	aut	eum modi unde voluptates eveniet	accusamus ipsum	similique consequatur consequatur	molestiae cumque impedit	ut veritatis sit sed	laboriosam quam nesciunt	autem	delectus earum dolorem	reprehenderit	repellendus autem est mollitia			veniam ex tempore praesentium					
4703	dolore ipsum	mollitia deserunt laboriosam quasi sint	enim deleniti	et consequatur ab quasi	aliquam omnis deleniti quaerat	voluptatibus quaerat praesentium	possimus pariatur	saepe repellat dolores	quis	voluptates suscipit est	quasi			sint sint veritatis excepturi					
3516	aut quod quibusdam	et qui est asperiores sed	assumenda	officia sit	corporis non	aperiam quas ut	maxime fugiat officiis enim	enim aut eos omnis	amet sit doloremque sint	sed velit	sequi			aut					
9715	aut dignissimos	consequatur eum iste ut	consequatur alias	nemo	itaque	ipsam eaque vero	qui ex numquam	hic quia	voluptates nihil voluptas facere amet	nulla est animi et et	necessitatibus omnis facere			mollitia ut					
9941	nesciunt est	et eos quasi ut non	autem perferendis	totam	placeat ullam sint	voluptatem consectetur	inventore ullam dicta cumque	exercitationem	voluptatum ea recusandae cum	eos consequuntur vero minima	nesciunt minima voluptate			natus accusamus qui necessitatibus iste					
41	est facere autem	ratione eaque praesentium aut	similique sint et asperiores veritatis	inventore harum et repellat	ratione vitae a enim	id esse	ut	tempora velit	est pariatur rerum velit	animi ea quisquam magnam	veniam vero consequatur			vel et ipsam nam					
3230	temporibus perferendis dolorem officia	culpa tempore voluptas aut	iste sed laudantium	sit	blanditiis ut assumenda magni	qui ratione qui non amet	perferendis magni dignissimos iure	sint laudantium et magnam aut	labore voluptas id ut	expedita	ducimus eum facilis minus cumque			similique similique ea					
6975	maxime quia sint labore et	error	sequi exercitationem doloribus quibusdam	sapiente tempore aut est	eos et similique occaecati	pariatur est est vitae	assumenda qui et	enim	et debitis veritatis ullam accusantium	ex laboriosam delectus	quia ipsum modi quis			sit consequatur cupiditate					
401	aperiam maxime qui	et	magnam consequuntur	maiores qui tenetur unde	praesentium dolores maiores labore	ut	maxime officiis mollitia	velit	dolorum est rerum enim	consectetur	rerum enim quas officiis			ducimus et autem					
289	laborum ratione labore perspiciatis	aut enim minima eum sed	sed	eaque ad	porro sit veniam velit	at ab officia maiores	voluptatem qui qui non	blanditiis et	voluptas	aut	laudantium dignissimos aut			perferendis dolores natus vel quis					
7724	corrupti occaecati distinctio optio facilis	ut culpa praesentium	est nulla inventore sint sint	porro	nesciunt a id alias	minima itaque non iure ratione	enim voluptas aut provident	maiores harum incidunt est quibusdam	fugit	velit atque aut ab	ut aut quia amet			rerum eos corrupti					
5788	nisi	voluptate	distinctio distinctio autem	sunt ad	nobis quibusdam non ut neque	quis doloribus aliquam	dolore	deleniti aut	error est sed quidem optio	harum est	ut impedit			repellendus velit					
5561	dicta laborum cumque impedit	aliquam earum quia occaecati non	id	omnis libero	aut	est nostrum odio distinctio	totam magnam	quod non quo et	est veniam architecto	sunt amet	et ad molestias			sed autem similique					
1943	et eum commodi placeat error	amet possimus	excepturi	repellendus accusamus sed eaque	et	magni quo cumque	vero molestias	quis provident est ea	eum exercitationem in voluptate qui	dolor quia	quos et			aliquid					
